CustomerID,Tenure_Months,MonthlyCharges,ContractType,InternetService,PaperlessBilling,PaymentMethod,TotalCharges,Churn,MonthlyToTotalRatio,IsNewCustomer
CUST-0028,51,96.36,Month-to-month,Fiber optic,No,Electronic check,4914.82,1,0.019602019602019603,0
CUST-0029,55,34.01,Month-to-month,DSL,No,Electronic check,1878.34,0,0.0180967786563368,0
CUST-0030,64,106.85,One year,DSL,No,Mailed check,6827.3,0,0.015648111535814184,0
CUST-0031,3,68.74,Month-to-month,Fiber optic,Yes,Credit card,213.82,1,0.31998882785587934,1
CUST-0032,51,109.46,One year,No,No,Mailed check,5597.75,0,0.019550792587631167,0
CUST-0033,7,99.99,Month-to-month,DSL,Yes,Credit card,702.55,1,0.14212209508919055,0
CUST-0034,21,62.52,One year,DSL,No,Mailed check,1306.82,0,0.04780474377207873,0
CUST-0035,39,22.25,Month-to-month,No,Yes,Bank transfer,869.2,0,0.025568834750632038,0
CUST-0036,18,46.87,One year,No,No,Electronic check,837.08,0,0.0559254486445208,0
CUST-0037,4,74.16,Month-to-month,No,No,Electronic check,288.4,1,0.2562543192812716,1
CUST-0038,60,83.35,One year,Fiber optic,No,Mailed check,5007.83,0,0.016640612678010633,0
CUST-0039,14,45.79,Month-to-month,DSL,Yes,Bank transfer,639.67,1,0.0714720526948351,0
CUST-0040,9,33.94,One year,Fiber optic,No,Electronic check,317.51,0,0.10655866377821732,0
CUST-0041,53,103.49,One year,Fiber optic,Yes,Credit card,5480.55,0,0.01887969643622698,0
CUST-0042,2,118.44,One year,DSL,No,Mailed check,233.47,1,0.5051392502239093,1
CUST-0043,60,72.57,One year,Fiber optic,Yes,Electronic check,4348.53,0,0.01668456132041853,0
CUST-0044,71,37.17,One year,Fiber optic,Yes,Electronic check,2627.87,0,0.014139154845998472,0
CUST-0045,44,47.23,Two year,DSL,Yes,Mailed check,2086.26,0,0.022627751214510886,0
CUST-0046,8,21.84,Month-to-month,Fiber optic,Yes,Mailed check,196.58,1,0.11053750379593076,0
CUST-0047,47,111.43,Two year,Fiber optic,Yes,Credit card,5233.39,0,0.021288058398399815,0
CUST-0048,35,31.78,Month-to-month,No,Yes,Credit card,1105.5,1,0.028721192950745596,0
CUST-0049,36,77.65,Month-to-month,DSL,Yes,Electronic check,2787.95,1,0.027842019397981324,0
CUST-0050,50,47.41,Month-to-month,DSL,No,Electronic check,2363.7,0,0.020049054848395146,0
CUST-0051,4,75.42,Month-to-month,Fiber optic,No,Mailed check,318.18,1,0.23629300081458737,1
CUST-0052,2,85.14,One year,DSL,Yes,Electronic check,163.1,1,0.5188299817184644,1
CUST-0053,6,102.97,One year,Fiber optic,Yes,Electronic check,611.97,1,0.16798538264515392,1
CUST-0054,54,40.64,One year,Fiber optic,Yes,Mailed check,2182.16,0,0.018615218307407613,0
CUST-0055,4,21.1,One year,DSL,Yes,Electronic check,87.34,0,0.23884989812089655,1
CUST-0056,54,33.69,Month-to-month,Fiber optic,No,Electronic check,1818.59,0,0.01851516000857336,0
CUST-0057,63,110.0,Month-to-month,Fiber optic,No,Bank transfer,6918.63,1,0.01589680373083532,0
CUST-0058,18,107.39,Month-to-month,DSL,Yes,Credit card,1924.09,1,0.05578440488496642,0
CUST-0059,44,79.74,Month-to-month,No,Yes,Mailed check,3523.89,1,0.02262198252995129,0
CUST-0060,34,80.05,Month-to-month,No,Yes,Bank transfer,2722.03,1,0.029397399220721033,0
CUST-0061,62,86.5,Month-to-month,Fiber optic,No,Credit card,5364.02,0,0.01612295946706629,0
CUST-0062,14,37.54,One year,Fiber optic,No,Credit card,526.62,0,0.07114969106553959,0
CUST-0063,48,111.44,One year,Fiber optic,Yes,Credit card,5363.07,0,0.020775269524819773,0
CUST-0064,15,61.88,Two year,No,Yes,Bank transfer,917.75,0,0.06735238095238096,0
CUST-0065,62,58.31,Two year,Fiber optic,No,Bank transfer,3611.26,0,0.01614224889681252,0
CUST-0066,40,71.89,One year,Fiber optic,No,Credit card,2873.91,0,0.02500600018783197,0
CUST-0067,53,24.7,Month-to-month,No,Yes,Electronic check,1291.89,0,0.01910448684729559,0
CUST-0068,24,36.63,One year,DSL,Yes,Electronic check,869.96,0,0.04205704050702673,0
CUST-0069,26,93.8,One year,No,Yes,Bank transfer,2449.27,0,0.038281495508658225,0
CUST-0070,60,28.28,Month-to-month,DSL,Yes,Bank transfer,1704.4,0,0.01658261991321684,0
CUST-0071,41,80.32,Month-to-month,DSL,Yes,Bank transfer,3302.49,1,0.024313680380446134,0
CUST-0072,29,44.53,Two year,DSL,Yes,Credit card,1285.48,0,0.034613829985697404,0
CUST-0073,15,58.93,Month-to-month,No,Yes,Electronic check,879.29,1,0.0669438480500744,0
CUST-0074,45,48.87,One year,No,Yes,Bank transfer,2181.27,0,0.02239411255252558,0
CUST-0075,65,55.57,One year,Fiber optic,No,Bank transfer,3621.37,0,0.01534078517655568,0
CUST-0076,71,91.9,Month-to-month,Fiber optic,Yes,Mailed check,6535.87,0,0.01405871617456061,0
CUST-0077,9,49.71,Month-to-month,Fiber optic,Yes,Credit card,458.23,1,0.10824641247305272,0
CUST-0078,1,76.64,Month-to-month,No,Yes,Mailed check,92.68,1,0.8181041844577284,1
CUST-0079,8,67.61,Month-to-month,Fiber optic,Yes,Electronic check,545.1,1,0.12380516388939754,0
CUST-0080,63,86.37,Month-to-month,DSL,No,Mailed check,5456.88,0,0.015824825756520847,0
CUST-0081,11,113.68,Two year,DSL,Yes,Mailed check,1248.48,1,0.09098184844895477,0
CUST-0082,8,93.26,Month-to-month,Fiber optic,Yes,Mailed check,728.41,1,0.1278567609437765,0
CUST-0083,35,41.49,One year,Fiber optic,No,Credit card,1460.76,0,0.02838359238178634,0
CUST-0084,35,23.12,Month-to-month,DSL,Yes,Electronic check,791.16,0,0.029186023025651386,0
CUST-0085,33,46.23,Two year,DSL,No,Mailed check,1527.29,0,0.030249494533105627,0
CUST-0086,5,79.51,Month-to-month,No,Yes,Credit card,407.1,1,0.1948296986032835,1
CUST-0087,41,25.14,Month-to-month,DSL,Yes,Electronic check,1033.98,0,0.024290324450714024,0
CUST-0088,28,69.64,Two year,Fiber optic,Yes,Bank transfer,1972.7,0,0.03528398439479151,0
CUST-0089,7,79.68,Two year,No,Yes,Mailed check,538.1,0,0.14780189204229272,0
CUST-0090,12,53.42,Month-to-month,Fiber optic,No,Electronic check,640.21,1,0.08331123968746589,0
CUST-0091,34,97.09,Two year,DSL,No,Mailed check,3301.23,0,0.029401343940307006,0
CUST-0092,33,30.66,Month-to-month,Fiber optic,Yes,Bank transfer,998.34,1,0.030680248964316446,0
CUST-0093,48,27.51,Month-to-month,No,Yes,Electronic check,1308.94,0,0.021000961876116463,0
CUST-0094,23,92.82,Month-to-month,Fiber optic,No,Credit card,2126.41,1,0.04363051785974495,0
CUST-0095,62,69.55,Month-to-month,No,No,Electronic check,4301.1,0,0.01616652332581762,0
CUST-0096,37,88.84,One year,DSL,Yes,Credit card,3286.0,0,0.027027684818983877,0
CUST-0097,44,63.48,Month-to-month,Fiber optic,Yes,Electronic check,2787.09,1,0.02276827505568328,0
CUST-0098,35,44.64,Month-to-month,Fiber optic,Yes,Credit card,1565.58,1,0.028495193351121554,0
CUST-0099,65,101.91,One year,No,No,Bank transfer,6630.64,0,0.015367239476207996,0
CUST-0100,47,99.94,One year,DSL,Yes,Bank transfer,4703.0,0,0.021245748299319727,0
CUST-0101,3,89.47,Month-to-month,No,Yes,Bank transfer,264.31,1,0.3372281482039878,1
CUST-0102,1,47.21,One year,Fiber optic,No,Electronic check,50.05,0,0.9247796278158669,1
CUST-0103,5,79.02,Month-to-month,DSL,Yes,Bank transfer,405.45,1,0.19441505720260793,1
CUST-0104,14,56.1,One year,DSL,Yes,Mailed check,789.86,0,0.07093543737197482,0
CUST-0105,27,29.16,One year,No,Yes,Bank transfer,805.91,0,0.03613785924080753,0
CUST-0106,9,111.73,Two year,DSL,Yes,Credit card,1015.39,1,0.109928275563514,0
CUST-0107,15,33.68,Month-to-month,DSL,Yes,Credit card,522.38,1,0.06435094959685124,0
CUST-0108,42,115.02,Month-to-month,DSL,Yes,Credit card,4805.92,1,0.023928003794529553,0
CUST-0109,51,64.6,Month-to-month,No,Yes,Electronic check,3295.57,1,0.019596125670014588,0
CUST-0110,63,38.51,Month-to-month,Fiber optic,Yes,Mailed check,2422.89,0,0.015887684672159216,0
CUST-0111,52,74.19,Month-to-month,Fiber optic,No,Bank transfer,3856.63,1,0.01923201551211495,0
CUST-0112,4,107.29,Two year,DSL,No,Mailed check,421.11,1,0.2541754518964251,1
CUST-0113,23,93.22,Month-to-month,Fiber optic,Yes,Mailed check,2148.02,1,0.04337791179235186,0
CUST-0114,15,100.66,Month-to-month,Fiber optic,Yes,Credit card,1491.82,1,0.06742942886617274,0
CUST-0115,43,85.88,One year,No,Yes,Credit card,3696.87,0,0.02322418040655837,0
CUST-0116,29,89.23,Month-to-month,No,Yes,Credit card,2579.95,1,0.03457254111858037,0
CUST-0117,36,104.92,One year,DSL,Yes,Electronic check,3772.12,0,0.02780722585022475,0
CUST-0118,13,44.97,Month-to-month,Fiber optic,No,Mailed check,589.0,1,0.07622033898305085,0
CUST-0119,32,68.94,Month-to-month,DSL,Yes,Mailed check,2206.87,1,0.031224664495645125,0
CUST-0120,71,42.12,Month-to-month,Fiber optic,Yes,Electronic check,3001.06,0,0.014030365815473374,0
CUST-0121,59,118.77,Month-to-month,DSL,Yes,Electronic check,6997.73,1,0.016970221740230013,0
CUST-0122,28,114.41,Two year,DSL,No,Electronic check,3202.67,0,0.03571216760777483,0
CUST-0123,66,23.94,Month-to-month,DSL,Yes,Mailed check,1588.93,0,0.01505726667211764,0
CUST-0124,42,90.56,One year,Fiber optic,No,Mailed check,3807.13,0,0.02378070076389199,0
CUST-0125,45,112.52,Month-to-month,DSL,Yes,Credit card,5067.66,1,0.02219916111950693,0
CUST-0126,62,38.06,Month-to-month,Fiber optic,No,Credit card,2370.8,0,0.016046884222953032,0
CUST-0127,57,76.79,Two year,Fiber optic,No,Mailed check,4372.97,0,0.0175561332153627,0
CUST-0128,6,111.55,Month-to-month,DSL,Yes,Credit card,663.13,1,0.16796410341348833,1
CUST-0129,28,23.39,One year,Fiber optic,Yes,Electronic check,660.68,0,0.03534941361383146,0
CUST-0130,28,89.74,Two year,DSL,Yes,Bank transfer,2511.23,0,0.03572125163699184,0
CUST-0131,44,49.73,One year,Fiber optic,Yes,Credit card,2199.34,0,0.02260105256460365,0
CUST-0132,30,112.44,Two year,Fiber optic,No,Mailed check,3376.9,0,0.033286953432606056,0
CUST-0133,62,117.11,Month-to-month,DSL,No,Credit card,7254.59,1,0.016140658444041077,0
CUST-0134,62,114.43,Month-to-month,DSL,No,Credit card,7098.04,1,0.016119080889810455,0
CUST-0135,1,67.42,Month-to-month,DSL,No,Credit card,58.39,1,1.1352079474659034,1
CUST-0136,27,106.2,One year,No,Yes,Bank transfer,2876.87,0,0.036902292320361935,0
CUST-0137,62,104.45,Two year,Fiber optic,Yes,Electronic check,6461.93,0,0.01616140047934915,0
CUST-0138,3,51.91,Month-to-month,Fiber optic,No,Mailed check,167.95,1,0.30725066587747857,1
CUST-0139,70,102.89,One year,Fiber optic,Yes,Bank transfer,7205.51,0,0.014277368656950451,0
CUST-0140,27,23.7,Month-to-month,DSL,No,Mailed check,638.25,1,0.03707469691044192,0
CUST-0141,9,79.63,One year,Fiber optic,Yes,Mailed check,724.3,0,0.10978905280573556,0
CUST-0142,62,43.0,Month-to-month,Fiber optic,Yes,Mailed check,2671.11,0,0.016092151894944444,0
CUST-0143,37,32.06,Two year,DSL,No,Bank transfer,1199.52,0,0.02670509445906774,0
CUST-0144,51,27.7,One year,DSL,Yes,Electronic check,1425.91,0,0.019412576826849624,0
CUST-0145,44,89.63,Month-to-month,DSL,No,Mailed check,3947.24,1,0.02270125422973274,0
CUST-0146,24,53.99,Month-to-month,Fiber optic,No,Electronic check,1287.04,1,0.04191640011179777,0
CUST-0147,59,92.48,Month-to-month,No,No,Electronic check,5450.9,1,0.016962893670096665,0
CUST-0148,32,26.54,Month-to-month,DSL,No,Credit card,848.56,1,0.031239700550873394,0
CUST-0149,52,51.53,Month-to-month,Fiber optic,Yes,Bank transfer,2690.38,0,0.019146311557639576,0
CUST-0150,62,73.95,Two year,DSL,No,Bank transfer,4580.34,0,0.01614156556815255,0
CUST-0151,58,99.07,One year,No,Yes,Credit card,5742.33,0,0.017249574724071227,0
CUST-0152,52,51.88,One year,DSL,Yes,Credit card,2716.24,0,0.019092903092844213,0
CUST-0153,12,82.59,Month-to-month,Fiber optic,No,Electronic check,990.04,1,0.08333669680335809,0
CUST-0154,39,108.6,Two year,Fiber optic,Yes,Mailed check,4229.05,0,0.025673455396508314,0
CUST-0155,2,81.59,One year,Fiber optic,Yes,Bank transfer,170.95,1,0.47449840069787735,1
CUST-0156,3,43.3,Month-to-month,Fiber optic,Yes,Mailed check,129.34,1,0.3322080711984041,1
CUST-0157,56,22.44,One year,DSL,Yes,Mailed check,1242.74,0,0.018042356119446188,0
CUST-0158,59,107.01,One year,DSL,No,Credit card,6324.0,0,0.016918577075098817,0
CUST-0159,2,22.13,Month-to-month,DSL,Yes,Mailed check,36.79,1,0.5856046573167505,1
CUST-0160,2,107.47,Month-to-month,DSL,No,Electronic check,215.38,1,0.4966725205656715,1
CUST-0161,54,72.89,Month-to-month,Fiber optic,No,Credit card,3935.38,1,0.01851701309324811,0
CUST-0162,1,113.91,Month-to-month,DSL,No,Mailed check,116.21,1,0.9718454056821091,1
CUST-0163,19,99.88,Two year,DSL,Yes,Credit card,1875.81,0,0.053217960262360066,0
CUST-0164,2,119.79,Two year,Fiber optic,No,Electronic check,236.23,1,0.5049529991990895,1
CUST-0165,53,55.07,One year,No,Yes,Electronic check,2929.96,0,0.018789065698610694,0
CUST-0166,44,96.72,Month-to-month,Fiber optic,No,Mailed check,4268.33,1,0.022654608568557597,0
CUST-0167,32,60.19,Month-to-month,DSL,Yes,Credit card,1916.17,1,0.0313952335995243,0
CUST-0168,70,67.99,One year,DSL,No,Mailed check,4768.51,0,0.014255133126883054,0
CUST-0169,32,82.75,One year,No,No,Mailed check,2640.39,0,0.031328202196570745,0
CUST-0170,68,107.37,Month-to-month,DSL,Yes,Credit card,7297.41,1,0.014711423447024764,0
CUST-0171,55,118.41,One year,DSL,Yes,Mailed check,6509.33,0,0.018188018118897198,0
CUST-0172,56,96.83,Two year,Fiber optic,No,Electronic check,5423.57,0,0.017850262785806065,0
CUST-0173,17,61.78,Month-to-month,Fiber optic,Yes,Credit card,1060.27,1,0.05821327277695591,0
CUST-0174,38,62.14,Month-to-month,Fiber optic,No,Credit card,2363.97,1,0.02627517473794594,0
CUST-0175,24,93.76,One year,DSL,Yes,Credit card,2248.98,0,0.04167148152428022,0
CUST-0176,69,43.88,Month-to-month,DSL,Yes,Credit card,3037.39,0,0.014441859010857726,0
CUST-0177,70,31.05,Month-to-month,No,No,Mailed check,2165.47,0,0.01433207014175133,0
CUST-0178,11,55.46,Month-to-month,DSL,No,Mailed check,609.29,1,0.090874829998853,0
CUST-0179,16,48.72,Month-to-month,Fiber optic,No,Electronic check,789.48,1,0.06163343791114259,0
CUST-0180,59,49.63,One year,Fiber optic,Yes,Bank transfer,2933.46,0,0.01691282212059459,0
CUST-0181,70,43.36,One year,Fiber optic,No,Bank transfer,3030.54,0,0.014302961531103003,0
CUST-0182,3,24.21,Month-to-month,DSL,Yes,Electronic check,57.5,1,0.41384615384615386,1
CUST-0183,20,21.79,Two year,DSL,No,Bank transfer,438.91,0,0.049532858993885105,0
CUST-0184,59,118.77,Two year,Fiber optic,No,Electronic check,6991.64,0,0.016985001372872045,0
CUST-0185,36,62.78,Two year,No,Yes,Mailed check,2257.95,0,0.027791673122468406,0
CUST-0186,19,58.43,Month-to-month,No,Yes,Credit card,1121.96,1,0.05203212937237301,0
CUST-0187,67,87.96,Month-to-month,DSL,Yes,Credit card,5899.29,0,0.014907741822859553,0
CUST-0188,19,41.83,Two year,DSL,No,Mailed check,774.53,0,0.05393730738978505,0
CUST-0189,20,115.0,One year,No,Yes,Credit card,2302.0,1,0.04993486756404689,0
CUST-0190,71,98.63,Month-to-month,Fiber optic,No,Credit card,6999.54,0,0.014088913140986266,0
CUST-0191,52,28.94,Month-to-month,No,Yes,Bank transfer,1492.14,0,0.019381973559076844,0
CUST-0192,33,61.76,Month-to-month,DSL,No,Mailed check,2041.43,1,0.03023849042562046,0
CUST-0193,40,107.91,Two year,Fiber optic,No,Bank transfer,4311.48,0,0.025022724743071274,0
CUST-0194,39,114.47,One year,Fiber optic,Yes,Bank transfer,4459.47,0,0.025663214863007707,0
CUST-0195,1,66.74,Month-to-month,Fiber optic,Yes,Credit card,67.98,1,0.9675268193679326,1
CUST-0196,11,81.34,Month-to-month,Fiber optic,Yes,Credit card,888.48,1,0.09144668795251158,0
CUST-0197,57,36.7,One year,DSL,No,Mailed check,2092.86,0,0.01752743736448473,0
CUST-0198,50,119.12,Two year,Fiber optic,No,Credit card,5950.07,0,0.020016568449035217,0
CUST-0199,23,43.17,Month-to-month,DSL,Yes,Credit card,987.53,1,0.04367090528360293,0
CUST-0200,31,114.27,One year,Fiber optic,No,Mailed check,3552.3,0,0.032158838263023105,0
CUST-0201,42,84.96,Two year,No,Yes,Credit card,3579.27,0,0.023730053878618092,0
CUST-0202,7,80.77,Month-to-month,DSL,Yes,Bank transfer,548.3,1,0.14704168942290188,0
CUST-0203,16,71.27,One year,No,No,Mailed check,1147.79,0,0.062039189059793345,0
CUST-0204,60,43.07,Month-to-month,DSL,Yes,Credit card,2598.19,0,0.016570546978097022,0
CUST-0205,2,37.65,One year,Fiber optic,Yes,Electronic check,90.87,0,0.40981822139980406,1
CUST-0206,1,42.05,One year,No,Yes,Mailed check,47.25,0,0.871502590673575,1
CUST-0207,48,38.64,One year,DSL,Yes,Mailed check,1844.15,0,0.02094138687911552,0
CUST-0208,12,97.96,One year,DSL,Yes,Electronic check,1181.82,1,0.08281902571819888,0
CUST-0209,69,55.01,Month-to-month,Fiber optic,Yes,Credit card,3787.0,0,0.014522175290390706,0
CUST-0210,37,25.78,Two year,DSL,No,Credit card,950.43,0,0.027096055411328215,0
CUST-0211,32,116.91,One year,Fiber optic,Yes,Mailed check,3744.95,0,0.031209706483001642,0
CUST-0212,9,108.38,Month-to-month,No,Yes,Mailed check,967.37,1,0.1119200305668288,0
CUST-0213,19,112.78,One year,Fiber optic,Yes,Credit card,2131.36,1,0.05288975595115271,0
CUST-0214,48,119.49,One year,DSL,Yes,Credit card,5740.18,0,0.02081279458229841,0
CUST-0215,3,37.39,Month-to-month,Fiber optic,No,Bank transfer,130.84,1,0.2836013349514563,1
CUST-0216,20,59.62,Two year,Fiber optic,No,Mailed check,1204.83,0,0.04944312216481594,0
CUST-0217,24,95.82,Two year,DSL,Yes,Mailed check,2306.75,0,0.0415209619759506,0
CUST-0218,54,89.6,Month-to-month,Fiber optic,No,Electronic check,4848.19,1,0.018477312705833346,0
CUST-0219,33,35.39,Two year,Fiber optic,Yes,Bank transfer,1174.25,0,0.03011274196979366,0
CUST-0220,24,101.58,Month-to-month,Fiber optic,Yes,Credit card,2442.42,1,0.04157287736042105,0
CUST-0221,36,42.44,Month-to-month,DSL,Yes,Bank transfer,1536.83,1,0.027597328703432757,0
CUST-0222,38,42.38,Month-to-month,Fiber optic,Yes,Credit card,1596.76,1,0.0265246344882836,0
CUST-0223,25,73.7,Two year,DSL,Yes,Credit card,1844.49,0,0.03993519336328021,0
CUST-0224,18,79.29,One year,DSL,No,Bank transfer,1426.41,0,0.055548160654612204,0
CUST-0225,66,78.01,Month-to-month,No,Yes,Mailed check,5149.45,0,0.015146249356852316,0
CUST-0226,54,29.15,Month-to-month,Fiber optic,No,Credit card,1569.49,0,0.018561086030474565,0
CUST-0227,35,107.75,One year,DSL,Yes,Bank transfer,3776.45,0,0.028524533746310345,0
CUST-0228,61,46.56,Month-to-month,DSL,Yes,Electronic check,2831.98,0,0.01643499071648935,0
CUST-0229,41,32.95,Two year,DSL,No,Bank transfer,1345.61,0,0.024468851412064372,0
CUST-0230,33,108.87,Two year,DSL,Yes,Electronic check,3586.17,0,0.030349830088900163,0
CUST-0231,68,115.57,One year,DSL,Yes,Credit card,7867.4,0,0.014687865385593005,0
CUST-0232,33,106.21,Two year,DSL,No,Bank transfer,3504.81,0,0.030295423882070047,0
CUST-0233,14,100.95,Month-to-month,Fiber optic,No,Bank transfer,1408.69,1,0.07161148905078421,0
CUST-0234,21,85.52,Two year,Fiber optic,No,Electronic check,1792.19,0,0.047691544119697296,0
CUST-0235,48,75.09,One year,Fiber optic,No,Bank transfer,3604.36,0,0.02082732376239821,0
CUST-0236,20,28.7,One year,Fiber optic,No,Bank transfer,590.22,0,0.04854368932038835,0
CUST-0237,8,60.85,Month-to-month,DSL,No,Credit card,474.43,1,0.12798939907031529,0
CUST-0238,7,57.27,Two year,No,Yes,Bank transfer,407.65,0,0.14014437782943842,0
CUST-0239,67,45.98,Month-to-month,No,Yes,Mailed check,3085.38,0,0.014897711882529046,0
CUST-0240,17,92.34,Month-to-month,No,Yes,Electronic check,1560.95,1,0.059118409680207436,0
CUST-0241,33,69.59,Month-to-month,No,Yes,Bank transfer,2311.14,1,0.030097658446287857,0
CUST-0242,48,28.1,One year,No,No,Electronic check,1354.19,0,0.02073509987529424,0
CUST-0243,59,42.02,One year,Fiber optic,No,Electronic check,2474.1,0,0.016977091834673348,0
CUST-0244,22,88.33,One year,DSL,Yes,Electronic check,1924.67,0,0.04586974923013808,0
CUST-0245,30,27.61,Two year,Fiber optic,Yes,Bank transfer,830.59,0,0.03320145744898327,0
CUST-0246,38,105.12,Month-to-month,Fiber optic,No,Bank transfer,3994.11,1,0.02631216662369747,0
CUST-0247,51,69.51,One year,Fiber optic,Yes,Electronic check,3534.7,0,0.019659473371609584,0
CUST-0248,54,68.06,Month-to-month,Fiber optic,No,Mailed check,3664.8,0,0.01856620655791369,0
CUST-0249,8,79.24,Two year,DSL,Yes,Electronic check,642.61,0,0.1231180373207377,0
CUST-0250,27,102.47,Two year,DSL,Yes,Mailed check,2747.13,0,0.037287173459770825,0
CUST-0251,27,54.78,One year,No,Yes,Electronic check,1482.2,0,0.0369336569579288,0
CUST-0252,21,87.8,One year,Fiber optic,Yes,Credit card,1841.93,0,0.04764152735046909,0
CUST-0253,30,76.57,Month-to-month,Fiber optic,No,Electronic check,2302.07,1,0.03324692692797005,0
CUST-0254,28,46.7,Month-to-month,DSL,No,Electronic check,1304.66,1,0.03576735137784722,0
CUST-0255,64,107.86,Two year,DSL,No,Bank transfer,6905.97,0,0.015616109524147347,0
CUST-0256,69,99.74,Month-to-month,No,Yes,Mailed check,6874.63,0,0.014506307058407738,0
CUST-0257,61,85.85,Month-to-month,Fiber optic,Yes,Credit card,5236.36,1,0.016391846273695145,0
CUST-0258,48,105.06,Month-to-month,Fiber optic,No,Mailed check,5047.77,1,0.020809028733731184,0
CUST-0259,19,106.73,Two year,Fiber optic,No,Credit card,2029.38,0,0.05256651464257922,0
CUST-0260,4,90.84,Month-to-month,Fiber optic,Yes,Electronic check,367.16,1,0.2467405475880052,1
CUST-0261,35,103.7,Month-to-month,DSL,Yes,Bank transfer,3620.22,1,0.028636757777765507,0
CUST-0262,64,89.75,One year,Fiber optic,No,Bank transfer,5738.09,0,0.01563836775516676,0
CUST-0263,49,88.01,Two year,Fiber optic,Yes,Mailed check,4306.76,0,0.020430571805300203,0
CUST-0264,17,81.86,Month-to-month,Fiber optic,Yes,Bank transfer,1388.86,1,0.05889801850546099,0
CUST-0265,44,95.27,Month-to-month,Fiber optic,Yes,Mailed check,4205.47,1,0.02264844394468521,0
CUST-0266,30,35.86,Month-to-month,No,Yes,Mailed check,1072.26,1,0.03341222071073179,0
CUST-0267,46,108.09,Month-to-month,DSL,No,Credit card,4960.7,1,0.02178487212044259,0
CUST-0268,6,107.18,Month-to-month,No,No,Mailed check,648.5,1,0.1650192455735181,1
CUST-0269,37,22.92,One year,DSL,Yes,Credit card,861.51,0,0.0265736049437108,0
CUST-0270,24,102.58,One year,Fiber optic,Yes,Bank transfer,2449.31,0,0.04186409066607898,0
CUST-0271,46,32.89,One year,DSL,Yes,Mailed check,1532.67,0,0.021445291359940534,0
CUST-0272,53,53.51,Month-to-month,DSL,Yes,Mailed check,2840.18,0,0.018833724016077826,0
CUST-0273,60,94.35,Two year,Fiber optic,Yes,Electronic check,5671.34,0,0.0166333470842721,0
CUST-0274,63,36.08,Month-to-month,DSL,No,Mailed check,2287.71,0,0.015764338863377185,0
CUST-0275,32,101.8,Two year,Fiber optic,Yes,Mailed check,3267.33,0,0.031147405555742535,0
CUST-0276,33,103.21,One year,No,Yes,Electronic check,3404.82,0,0.030304009019854247,0
CUST-0277,67,70.75,Month-to-month,DSL,Yes,Electronic check,4752.43,0,0.014883989035286097,0
